topic,stem,example_word,cooc_n,doc_freq
regulation,siv,sivs,27,85
regulation,skin,skin,27,71
regulation,slope,slope,27,329
regulation,stigma,stigma,27,119
regulation,stocktak,stocktake,27,69
regulation,suarez,suarez,27,40
regulation,subset,subset,27,160
regulation,subtl,subtle,27,203
regulation,successor,successor,27,183
regulation,surpass,surpass,27,328
regulation,svb,svb,27,20
regulation,swfs,swfs,27,12
regulation,telephon,telephone,27,255
regulation,tower,tower,27,98
regulation,vacanc,vacancies,27,385
regulation,warnock,warnock,27,31
regulation,weakest,weakest,27,203
regulation,accid,accident,26,229
regulation,actuari,actuarial,26,99
regulation,amen,amenable,26,121
regulation,applaud,applaud,26,114
regulation,bcc,bcc,26,69
regulation,captiv,captive,26,83
regulation,catalys,catalyse,26,111
regulation,categoris,categorisation,26,90
regulation,cic,cics,26,22
regulation,defect,defects,26,60
regulation,disaggreg,disaggregated,26,175
regulation,discrep,discrepancies,26,218
regulation,dissip,dissipate,26,539
regulation,donald,donald,26,185
regulation,downsw,downswing,26,102
regulation,duli,duly,26,143
regulation,ela,ela,26,32
regulation,emot,emotional,26,150
regulation,equilibr,equilibrating,26,101
regulation,excit,exciting,26,416
regulation,excus,excuse,26,165
regulation,fertil,fertile,26,235
regulation,fifti,fifty,26,353
regulation,fullest,fullest,26,91
regulation,heurist,heuristics,26,45
regulation,humbl,humble,26,175
regulation,illicit,illicit,26,73
regulation,indebt,indebted,26,380
regulation,italian,italian,26,251
regulation,leg,leg,26,213
regulation,lord,lord,26,259
regulation,mathemat,mathematics,26,231
regulation,metal,metal,26,394
regulation,ministeri,ministerial,26,49
regulation,multifacet,multifaceted,26,129
regulation,nonmanufactur,nonmanufacturing,26,201
regulation,outlier,outlier,26,130
regulation,payer,payers,26,139
regulation,pepp,pepp,26,90
regulation,pin,pin,26,218
regulation,prize,prize,26,354
regulation,quicker,quicker,26,224
regulation,raghuram,raghuram,26,150
regulation,recur,recurring,26,303
regulation,reloc,relocate,26,196
regulation,retire,retirees,26,136
regulation,salido,salido,26,87
regulation,sar,sars,26,120
regulation,sim,sim,26,89
regulation,soar,soared,26,432
regulation,spark,sparked,26,289
regulation,styliz,stylized,26,87
regulation,toronto,toronto,26,230
regulation,trim,trim,26,185
regulation,undo,undoing,26,94
regulation,vat,vat,26,184
regulation,warm,warmly,26,525
regulation,webinar,webinar,26,129
regulation,withhold,withholding,26,105
regulation,yellen,yellen,26,221
regulation,acharya,acharya,25,83
regulation,arrest,arrest,25,175
regulation,babi,baby,25,271
regulation,backbon,backbone,25,187
regulation,bbsw,bbsw,25,28
regulation,belgium,belgium,25,293
regulation,bet,bet,25,208
regulation,brunnermei,brunnermeier,25,157
regulation,cognis,cognisance,25,114
regulation,csrc,csrc,25,19
regulation,cutback,cutbacks,25,121
regulation,dataset,dataset,25,190
regulation,davi,davies,25,189
regulation,decompos,decomposed,25,183
regulation,decre,decrees,25,82
regulation,disinflationari,disinflationary,25,430
regulation,distract,distract,25,158
regulation,eclect,eclectic,25,78
regulation,emul,emulate,25,108
regulation,encapsul,encapsulated,25,95
regulation,envelop,envelope,25,107
regulation,esa,esas,25,62
regulation,eschew,eschewed,25,92
regulation,exemplifi,exemplified,25,198
regulation,franchis,franchise,25,110
regulation,fslrc,fslrc,25,17
regulation,gift,gift,25,138
regulation,gopinath,gopinath,25,108
regulation,healthier,healthier,25,205
regulation,highqual,highquality,25,49
regulation,hyun,hyun,25,97
regulation,intensif,intensification,25,299
regulation,intersect,intersection,25,125
regulation,intim,intimate,25,173
regulation,lcbgs,lcbgs,25,12
regulation,loui,louis,25,328
regulation,mckinsey,mckinsey,25,140
regulation,mifid,mifid,25,46
regulation,morgan,morgan,25,287
regulation,nonlinear,nonlinear,25,105
regulation,nontradit,nontraditional,25,96
regulation,obsolesc,obsolescent,25,93
regulation,opportunist,opportunistic,25,76
regulation,outsiz,outsized,25,194
regulation,plagu,plagued,25,164
regulation,plumb,plumbing,25,144
regulation,port,ports,25,257
regulation,predetermin,predetermined,25,192
regulation,prospectus,prospectuses,25,37
regulation,railway,railways,25,166
regulation,reader,readers,25,135
regulation,reconcili,reconciliation,25,125
regulation,recycl,recycling,25,141
regulation,redeploy,redeployment,25,47
regulation,renov,renovation,25,108
regulation,repress,repression,25,107
regulation,ride,ride,25,262
regulation,rock,rock,25,228
regulation,scbs,scbs,25,71
regulation,sequenti,sequential,25,92
regulation,snapshot,snapshot,25,121
regulation,solidar,solidarity,25,170
regulation,speaker,speakers,25,649
regulation,standalon,standalone,25,70
regulation,stanley,stanley,25,214
regulation,suasion,suasion,25,56
regulation,tarapor,tarapore,25,37
regulation,twofold,twofold,25,150
regulation,unwis,unwise,25,140
regulation,vocat,vocational,25,144
regulation,watersh,watershed,25,94
regulation,zingal,zingales,25,60
regulation,admiss,admission,24,92
regulation,amplif,amplification,24,178
regulation,barri,barry,24,98
regulation,benoit,benoit,24,225
regulation,blow,blow,24,270
regulation,cepr,cepr,24,285
regulation,cfs,cfs,24,45
regulation,chase,chase,24,214
regulation,coal,coal,24,292
regulation,coronavirus,coronavirus,24,373
regulation,dispel,dispel,24,223
regulation,earnest,earnest,24,192
regulation,ede,edes,24,11
regulation,empower,empowerment,24,164
regulation,enthusiasm,enthusiasm,24,242
regulation,entireti,entirety,24,83
regulation,erect,erected,24,65
regulation,fincen,fincen,24,15
regulation,forgotten,forgotten,24,288
regulation,group,groupings,24,90
regulation,guardrail,guardrails,24,28
regulation,heavier,heavier,24,56
regulation,hft,hft,24,24
regulation,holiday,holidays,24,284
regulation,hysteresi,hysteresis,24,160
regulation,improp,improper,24,98
regulation,inflict,inflict,24,209
regulation,introductori,introductory,24,737
regulation,krugman,krugman,24,173
regulation,laps,lapses,24,89
regulation,mac,mac,24,156
regulation,medicin,medicine,24,207
regulation,metropolitan,metropolitan,24,285
regulation,neighbour,neighbours,24,396
regulation,nov,nov,24,188
regulation,outpac,outpaced,24,262
regulation,outsid,outsiders,24,140
regulation,painstak,painstaking,24,71
regulation,payoff,payoff,24,191
regulation,peac,peace,24,407
regulation,plate,plating,24,69
regulation,pretend,pretend,24,156
regulation,scratch,scratch,24,110
regulation,semin,seminal,24,188
regulation,shut,shut,24,225
regulation,side,sided,24,152
regulation,socal,socalled,24,126
regulation,spectacular,spectacular,24,257
regulation,subsidis,subsidised,24,179
regulation,teacher,teachers,24,253
regulation,tobin,tobin,24,74
regulation,transposit,transposition,24,47
regulation,uneconom,uneconomic,24,43
regulation,unhedg,unhedged,24,117
regulation,unproduct,unproductive,24,118
regulation,unsaf,unsafe,24,48
regulation,vertic,vertical,24,274
regulation,acronym,acronym,23,87
regulation,amidst,amidst,23,249
regulation,ascertain,ascertain,23,180
regulation,barr,barr,23,32
regulation,battl,battle,23,273
regulation,beef,beef,23,66
regulation,blinder,blinder,23,165
regulation,bye,bye,23,17
regulation,california,california,23,276
regulation,celebr,celebrate,23,768
regulation,chiefli,chiefly,23,73
regulation,circumvent,circumvention,23,28
regulation,congruent,congruent,23,41
regulation,conson,consonance,23,68
regulation,cpc,cpc,23,110
regulation,denmark,denmark,23,275
regulation,dream,dream,23,241
regulation,elicit,elicit,23,116
regulation,erupt,erupted,23,273
regulation,esg,esg,23,69
regulation,eve,eve,23,155
regulation,ffiec,ffiec,23,43
regulation,fischer,fischer,23,208
regulation,forg,forge,23,244
regulation,gateway,gateway,23,130
regulation,halv,halved,23,250
regulation,heed,heed,23,129
regulation,insignific,insignificant,23,189
regulation,intercept,intercept,23,36
regulation,interview,interview,23,362
regulation,invers,inverse,23,184
regulation,latitud,latitude,23,139
regulation,lloyd,lloyds,23,75
regulation,macrofinanci,macrofinancial,23,78
regulation,malaysia,malaysia,23,308
regulation,mastercard,mastercard,23,60
regulation,misplac,misplaced,23,130
regulation,morri,morris,23,76
regulation,neo,neo,23,56
regulation,nimbl,nimble,23,152
regulation,noncomplex,noncomplex,23,10
regulation,pboc,pboc,23,50
regulation,piecem,piecemeal,23,65
regulation,postur,posture,23,99
regulation,recreat,recreate,23,143
regulation,risksensit,risksensitive,23,13
regulation,rrr,rrr,23,23
regulation,sacrif,sacrificing,23,116
regulation,secretariat,secretariat,23,178
regulation,silo,silos,23,93
regulation,spe,spe,23,18
regulation,spvs,spvs,23,50
regulation,stamp,stamp,23,160
regulation,steel,steel,23,322
regulation,straitjacket,straitjacket,23,22
regulation,stuck,stuck,23,223
regulation,superflu,superfluous,23,51
regulation,surrend,surrender,23,69
regulation,symptom,symptoms,23,300
regulation,teeth,teeth,23,82
regulation,terminolog,terminology,23,145
regulation,treasur,treasurer,23,175
regulation,unavail,unavailable,23,186
regulation,unfinish,unfinished,23,102
regulation,unprofit,unprofitable,23,106
regulation,upheld,upheld,23,46
regulation,workplac,workplace,23,210
regulation,writedown,writedowns,23,40
regulation,wrote,wrote,23,381
regulation,yang,yang,23,61
regulation,aaa,aaa,22,178
regulation,abreast,abreast,22,86
regulation,aikman,aikman,22,57
regulation,aircraft,aircraft,22,82
regulation,anniversari,anniversary,22,719
regulation,atmospher,atmosphere,22,213
regulation,axi,axis,22,219
regulation,bout,bouts,22,264
regulation,bps,bps,22,166
regulation,calomiri,calomiris,22,36
regulation,cbrc,cbrc,22,14
regulation,ceb,cebs,22,35
regulation,checklist,checklist,22,38
regulation,cls,cls,22,113
regulation,cogniz,cognizant,22,82
regulation,collegi,collegial,22,105
regulation,counterfactu,counterfactual,22,204
regulation,curriculum,curriculum,22,111
regulation,death,death,22,305
regulation,deterr,deterrent,22,123
regulation,detract,detract,22,105
regulation,dimension,dimensional,22,88
regulation,diseas,disease,22,278
regulation,distortionari,distortionary,22,84
regulation,drill,drill,22,116
regulation,empt,empt,22,145
regulation,enlighten,enlightened,22,151
regulation,evapor,evaporated,22,154
regulation,exemplari,exemplary,22,128
regulation,explanatori,explanatory,22,161
regulation,faculti,faculty,22,217
regulation,fastest,fastest,22,469
regulation,fate,fate,22,158
regulation,feet,feet,22,140
regulation,finn,finn,22,33
regulation,frontlin,frontline,22,81
regulation,hanson,hanson,22,81
regulation,harsh,harsh,22,183
regulation,hearten,heartening,22,152
regulation,hsbc,hsbc,22,79
regulation,ifsb,ifsb,22,18
regulation,incorrect,incorrect,22,199
regulation,inerti,inertial,22,44
regulation,irrevers,irreversible,22,228
regulation,jargon,jargon,22,182
regulation,jerom,jerome,22,214
regulation,kevin,kevin,22,142
regulation,ladder,ladder,22,112
regulation,lake,lake,22,71
regulation,lenient,lenient,22,36
regulation,let,letting,22,203
regulation,mansion,mansion,22,105
regulation,mar,mars,22,275
regulation,marshal,marshaled,22,116
regulation,mervyn,mervyn,22,270
regulation,migrant,migrant,22,162
regulation,misconcept,misconceptions,22,113
regulation,nativ,native,22,90
regulation,ostri,ostry,22,43
regulation,panacea,panacea,22,167
regulation,parlanc,parlance,22,68
regulation,pile,pile,22,112
regulation,plank,plank,22,72
regulation,preambl,preamble,22,90
regulation,qis,qis,22,27
regulation,repric,repricing,22,212
regulation,revolutionari,revolutionary,22,151
regulation,sic,sic,22,63
regulation,slippag,slippage,22,103
regulation,song,song,22,151
regulation,startup,startups,22,76
regulation,stockhold,stockholders,22,75
regulation,subbarao,subbarao,22,151
regulation,synchron,synchronization,22,271
regulation,tape,tape,22,94
regulation,termism,termism,22,91
regulation,thrown,thrown,22,171
regulation,trustworthi,trustworthy,22,101
regulation,unfavour,unfavourable,22,243
regulation,uniti,unity,22,231
regulation,unobserv,unobservable,22,147
regulation,untest,untested,22,93
regulation,unwound,unwound,22,208
regulation,venu,venue,22,216
regulation,vogu,vogue,22,42
regulation,wild,wild,22,117
regulation,winner,winners,22,330
regulation,year,yearly,22,258
regulation,zurich,zurich,22,288
regulation,abat,abating,21,408
regulation,abolit,abolition,21,128
regulation,acqui,acquis,21,53
regulation,arbitr,arbitration,21,48
regulation,bankrupt,bankrupt,21,127
regulation,banqu,banque,21,257
regulation,bcs,bcs,21,86
regulation,belt,belt,21,82
regulation,breakthrough,breakthroughs,21,192
regulation,bureaucraci,bureaucracy,21,80
regulation,caruana,caruana,21,52
regulation,cashflow,cashflow,21,61
regulation,causal,causality,21,295
regulation,cbirc,cbirc,21,22
regulation,cbs,cbs,21,85
regulation,chairmanship,chairmanship,21,151
regulation,columbia,columbia,21,211
regulation,consequenti,consequential,21,142
regulation,contradictori,contradictory,21,123
regulation,dent,dent,21,172
regulation,disconnect,disconnect,21,217
regulation,distil,distil,21,104
regulation,dougla,douglas,21,143
regulation,draghi,draghi,21,318
regulation,eighteen,eighteen,21,190
regulation,eleven,eleven,21,259
regulation,em,ems,21,76
regulation,fierc,fierce,21,187
regulation,focal,focal,21,131
regulation,ghos,ghos,21,15
regulation,gorton,gorton,21,80
regulation,gradualist,gradualist,21,81
regulation,harbor,harbor,21,61
regulation,herring,herring,21,27
regulation,iba,iba,21,125
regulation,ideolog,ideology,21,113
regulation,immin,imminent,21,360
regulation,indulg,indulging,21,96
regulation,intertempor,intertemporal,21,138
regulation,joseph,joseph,21,295
regulation,log,log,21,132
regulation,macmillan,macmillan,21,171
regulation,metaphor,metaphor,21,165
regulation,minski,minsky,21,106
regulation,mpm,mpm,21,147
regulation,near,nearing,21,137
regulation,nonclear,noncleared,21,11
regulation,peculiar,peculiarities,21,172
regulation,postul,postulate,21,77
regulation,presuppos,presupposes,21,112
regulation,recept,receptive,21,151
regulation,reinvent,reinvent,21,105
regulation,restat,restated,21,107
regulation,rid,rid,21,86
regulation,salari,salaries,21,431
regulation,scan,scanning,21,94
regulation,seat,seat,21,234
regulation,secret,secret,21,187
regulation,smf,smf,21,16
regulation,spv,spv,21,46
regulation,stanford,stanford,21,164
regulation,statistician,statisticians,21,119
regulation,steven,stevens,21,368
regulation,subsum,subsume,21,49
regulation,supersed,superseded,21,53
regulation,symbol,symbols,21,337
regulation,syndic,syndicated,21,233
regulation,temper,tempered,21,215
regulation,theft,theft,21,99
regulation,theorem,theorem,21,54
regulation,tip,tips,21,278
regulation,tokenis,tokenised,21,36
regulation,tonn,tonnes,21,98
regulation,transcend,transcend,21,109
regulation,uidai,uidai,21,22
regulation,underwritten,underwritten,21,85
regulation,unravel,unravelling,21,143
regulation,unskil,unskilled,21,113
regulation,vanilla,vanilla,21,94
regulation,webpag,webpage,21,68
regulation,work,workings,21,155
regulation,wrap,wrap,21,155
regulation,acced,acceding,20,65
regulation,accustom,accustomed,20,201
regulation,anglo,anglo,20,100
regulation,arabia,arabia,20,114
regulation,ascrib,ascribe,20,150
regulation,bang,bang,20,105
regulation,bern,berne,20,184
regulation,bite,bite,20,102
regulation,blog,blog,20,190
regulation,bondhold,bondholders,20,95
regulation,bore,boring,20,150
regulation,brisban,brisbane,20,77
regulation,brisk,brisk,20,159
regulation,brown,brown,20,176
regulation,bruno,bruno,20,89
regulation,calvo,calvo,20,47
regulation,cold,cold,20,249
regulation,communautair,communautaire,20,44
regulation,communiqu,communique,20,129
